student_id,major,year,current_semester,gpa,completed_credits,completed_courses,course_grades,failed_courses,career_goal,career_track,max_credits_per_semester,study_hours_per_week,risk_level,recommended_credits,weak_skills
UET230052,Kỹ thuật Robot,2,4,3.07,56,ELT2035;ELT3144;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE2031;THL1057,ELT2035:B;ELT3144:A;EPN1095:A;EPN1096:B;FLF1107:C+;HIS1001:B+;INT1008:B;INT1009:B;INT2210:C+;MAT1041:B+;MAT1042:C+;MAT1093:B+;MAT1101:C+;PEC1008:B;PHI1002:B;PHI1006:B+;POL1001:C+;RBE2031:A;THL1057:B+,,Firmware Engineer,Tự động hóa công nghiệp,20,10,LOW,18,Embedded C/C++
UET230053,Kỹ thuật Robot,2,4,3.27,55,ELT2035;ELT2201;ELT3134;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;THL1057,ELT2035:B;ELT2201:A;ELT3134:B+;EPN1095:B+;EPN1096:B;FLF1107:B;HIS1001:B;INT1008:B+;INT1009:A;INT2210:B+;MAT1041:B;MAT1042:B+;MAT1093:B+;MAT1101:B;PEC1008:C+;PHI1002:B;PHI1006:A;POL1001:B;THL1057:B,,Kinematics & Dynamics Specialist,Robot thông minh,22,8,LOW,20,
UET230054,Kỹ thuật Robot,2,4,3.37,71,ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE3002;THL1057,ELT2035:B+;ELT2201:B;ELT3051:C+;ELT3134:B+;ELT3144:B+;ELT3295:B;EPN1095:A;EPN1096:A;FLF1107:A;HIS1001:B+;INT1008:A;INT1009:A;INT2210:B;MAT1041:B+;MAT1042:A;MAT1093:B;MAT1101:B+;PEC1008:B+;PHI1002:B;PHI1006:C+;POL1001:B+;RBE1001:B+;RBE2001:B+;RBE3002:A;THL1057:A,,Autonomous Mobile Robot (AMR) Engineer,Robot thông minh,22,7,LOW,20,
UET230055,Kỹ thuật Robot,2,3,2.26,81,ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2031;RBE3002;THL1057,ELT1007:B;ELT2035:C+;ELT2201:C+;ELT3051:C+;ELT3134:B;ELT3144:C+;ELT3240:C;ELT3290:C;ELT3295:D+;EPN1095:C+;EPN1096:C+;FLF1107:C+;HIS1001:B;INT1008:B;INT1009:D+;INT2210:C+;MAT1041:B;MAT1042:D+;MAT1093:C;MAT1101:C+;PEC1008:D+;PHI1002:C+;PHI1006:B;POL1001:C;RBE1001:C+;RBE2001:C;RBE2031:C;RBE3002:C+;RBE3042:F;THL1057:C,RBE3042,Vision-based Robotics Engineer,Robot thông minh,18,12,MEDIUM,16,Lập trình;OpenCV;Toán nền tảng;Điều khiển;Điện tử - vi điều khiển
UET230056,Kỹ thuật Robot,2,4,2.35,55,ELT2035;ELT3240;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE2001;THL1057,ELT2035:B;ELT3240:C+;EPN1095:C;EPN1096:C+;FLF1107:C+;HIS1001:C;INT1008:D+;INT1009:B;INT2210:C;MAT1041:D+;MAT1042:C+;MAT1093:B;MAT1101:C;PEC1008:B;PHI1002:B;PHI1006:C;POL1001:B;RBE2001:C;THL1057:C,,Kinematics & Dynamics Specialist,Robot thông minh,18,12,MEDIUM,16,Lập trình;Toán nền tảng
UET230057,Kỹ thuật Robot,2,3,2.29,50,ELT2035;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;THL1057,ELT2035:B;ELT3051:F;EPN1095:C;EPN1096:B;FLF1107:C;HIS1001:C+;INT1008:C;INT1009:C+;INT2210:B;MAT1041:C+;MAT1042:D+;MAT1093:C;MAT1101:B;PEC1008:B;PHI1002:C;PHI1006:B;POL1001:B;THL1057:C,ELT3051,Mobile Robotics Developer,Robot thông minh,18,11,MEDIUM,16,Lập trình;Toán nền tảng
UET230058,Kỹ thuật Robot,2,4,2.35,57,ELT2035;ELT3240;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE2001;RBE3002;THL1057,ELT2035:C;ELT3240:C+;EPN1095:C+;EPN1096:B;FLF1107:C+;HIS1001:C+;INT1008:B;INT1009:D+;INT2210:C;MAT1041:C+;MAT1042:C;MAT1093:C;MAT1101:B;PEC1008:C;PHI1002:B;PHI1006:C+;POL1001:C+;RBE2001:C;RBE3002:C+;THL1057:C,,Autonomous Mobile Robot (AMR) Engineer,Robot thông minh,18,11,MEDIUM,16,Toán nền tảng
UET230059,Kỹ thuật Robot,2,4,2.47,68,ELT1007;ELT2035;ELT2201;ELT3134;ELT3144;ELT3240;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;THL1057,ELT1007:C;ELT2035:B;ELT2201:C+;ELT3134:C;ELT3144:C;ELT3240:C+;EPN1095:B;EPN1096:B;FLF1107:C+;HIS1001:C;INT1008:C+;INT1009:B;INT2210:C+;MAT1041:C;MAT1042:B;MAT1093:C;MAT1101:B;PEC1008:C;PHI1002:C;PHI1006:B;POL1001:C;RBE1001:C;RBE2001:C+;THL1057:B,,Embedded Systems Developer,Tự động hóa công nghiệp,18,10,MEDIUM,16,Embedded C/C++;Toán nền tảng
UET230060,Kỹ thuật Robot,2,3,3.26,62,ELT2035;ELT2201;ELT3134;ELT3290;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE2001;RBE3002;THL1057,ELT2035:B;ELT2201:B;ELT3134:B+;ELT3290:A;EPN1095:B+;EPN1096:B;FLF1107:B+;HIS1001:B+;INT1008:B+;INT1009:B;INT2210:B+;MAT1041:C+;MAT1042:A;MAT1093:B+;MAT1101:C+;PEC1008:B+;PHI1002:B;PHI1006:B+;POL1001:B+;RBE2001:B;RBE3002:B;THL1057:B,,Autonomous Mobile Robot (AMR) Engineer,Robot thông minh,22,7,LOW,20,
UET230061,Kỹ thuật Robot,2,3,3.14,50,ELT2035;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;THL1057,ELT2035:C+;EPN1095:C+;EPN1096:B+;FLF1107:B+;HIS1001:B+;INT1008:B+;INT1009:B;INT2210:B+;MAT1041:B;MAT1042:B;MAT1093:C+;MAT1101:B+;PEC1008:B+;PHI1002:B+;PHI1006:A;POL1001:C+;THL1057:C+,,Automation PLC Engineer,Tự động hóa công nghiệp,20,8,LOW,18,PLC/SCADA
UET230062,Kỹ thuật Robot,2,4,3.65,81,ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2031;RBE3002;THL1057,ELT1007:A;ELT2035:B+;ELT2201:B+;ELT3051:A+;ELT3134:B;ELT3144:B+;ELT3240:A;ELT3290:A+;ELT3295:B;EPN1095:A+;EPN1096:A;FLF1107:B+;HIS1001:A+;INT1008:A;INT1009:A+;INT2210:A+;MAT1041:A;MAT1042:B+;MAT1093:B;MAT1101:A;PEC1008:A+;PHI1002:A+;PHI1006:A+;POL1001:B+;RBE1001:A;RBE2001:A;RBE2031:B+;RBE3002:A;THL1057:B+,,Autonomous Mobile Robot (AMR) Engineer,Robot thông minh,22,8,LOW,20,
UET230063,Kỹ thuật Robot,2,3,3.22,71,ELT1007;ELT2035;ELT3051;ELT3144;ELT3240;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE2001;RBE2031;RBE3002;THL1057,ELT1007:B;ELT2035:B+;ELT3051:B+;ELT3144:B+;ELT3240:B;ELT3295:B+;EPN1095:B+;EPN1096:B+;FLF1107:C+;HIS1001:B;INT1008:A;INT1009:B+;INT2210:B;MAT1041:B;MAT1042:A;MAT1093:B+;MAT1101:B;PEC1008:A;PHI1002:B;PHI1006:B+;POL1001:C+;RBE2001:B;RBE2031:B;RBE3002:B;THL1057:C+,,IoT Robotics Engineer,Tự động hóa công nghiệp,22,7,LOW,20,
UET230064,Kỹ thuật Robot,2,4,3.35,56,ELT2035;ELT2201;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;THL1057,ELT2035:A;ELT2201:A;ELT3295:B+;EPN1095:B;EPN1096:A;FLF1107:B+;HIS1001:B+;INT1008:C+;INT1009:B+;INT2210:B+;MAT1041:B;MAT1042:C+;MAT1093:B+;MAT1101:A;PEC1008:B;PHI1002:B+;PHI1006:B+;POL1001:A;THL1057:B+,,Smart Home Robotics Specialist,Tự động hóa công nghiệp,22,7,LOW,20,
UET230065,Kỹ thuật Robot,2,3,3.63,81,ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2031;RBE3002;THL1057,ELT1007:B+;ELT2035:A+;ELT2201:A+;ELT3051:B+;ELT3134:B;ELT3144:B+;ELT3240:B;ELT3290:B+;ELT3295:A+;EPN1095:B+;EPN1096:A;FLF1107:B+;HIS1001:A;INT1008:A;INT1009:A;INT2210:B+;MAT1041:A+;MAT1042:A+;MAT1093:B+;MAT1101:A+;PEC1008:B+;PHI1002:A;PHI1006:A;POL1001:B+;RBE1001:B+;RBE2001:B;RBE2031:B;RBE3002:A+;THL1057:A+,,Kinematics & Dynamics Specialist,Robot thông minh,22,8,LOW,20,
UET230066,Kỹ thuật Robot,2,3,2.32,65,ELT1007;ELT2035;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;THL1057,ELT1007:C+;ELT2035:C;ELT3144:C;ELT3240:C+;ELT3290:D+;ELT3295:C+;EPN1095:C+;EPN1096:C+;FLF1107:B;HIS1001:C;HIS1053:F;INT1008:B;INT1009:B;INT2210:B;MAT1041:B;MAT1042:B;MAT1093:D+;MAT1101:B;PEC1008:C+;PHI1002:C;PHI1006:D+;POL1001:C+;THL1057:D+,HIS1053,Navigation Algorithm Engineer,Robot thông minh,18,10,MEDIUM,16,Toán nền tảng;Điện tử - vi điều khiển
UET230067,Kỹ thuật Robot,2,3,3.14,73,ELT1007;ELT2035;ELT2201;ELT3051;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE2031;THL1057,ELT1007:C+;ELT2035:A;ELT2201:C+;ELT3051:A;ELT3144:B+;ELT3240:C+;ELT3290:A;ELT3295:B;EPN1095:B;EPN1096:C+;FLF1107:C+;HIS1001:B;INT1008:B;INT1009:B;INT2210:B;MAT1041:B+;MAT1042:B;MAT1093:B+;MAT1101:B;PEC1008:A;PHI1002:B+;PHI1006:B+;POL1001:B+;RBE2031:A;THL1057:C+,,Motion Planning Engineer,Robot thông minh,20,9,LOW,18,
UET230068,Kỹ thuật Robot,2,3,3.09,58,ELT1007;ELT2035;ELT3051;ELT3240;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;THL1057,ELT1007:B;ELT2035:A;ELT3051:C+;ELT3240:B+;EPN1095:B+;EPN1096:B;FLF1107:C+;HIS1001:B+;INT1008:C+;INT1009:C+;INT2210:B+;MAT1041:B;MAT1042:B+;MAT1093:B+;MAT1101:B+;PEC1008:A;PHI1002:C+;PHI1006:B;POL1001:B;THL1057:C+,,Kinematics & Dynamics Specialist,Robot thông minh,20,9,LOW,18,
UET230069,Kỹ thuật Robot,2,4,3.09,83,ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2031;RBE3002;RBE3030;THL1057,ELT1007:B;ELT2035:C+;ELT2201:B+;ELT3051:A;ELT3134:B+;ELT3144:C+;ELT3240:A;ELT3290:B+;ELT3295:A;EPN1095:B;EPN1096:A;FLF1107:C+;HIS1001:B+;INT1008:B+;INT1009:B+;INT2210:B;MAT1041:C+;MAT1042:C+;MAT1093:B;MAT1101:B;PEC1008:B+;PHI1002:B;PHI1006:B+;POL1001:B;RBE1001:B;RBE2001:B+;RBE2031:C+;RBE3002:C+;RBE3030:C+;THL1057:B+,,Firmware Engineer,Tự động hóa công nghiệp,20,10,LOW,18,Embedded C/C++
UET230070,Kỹ thuật Robot,2,4,1.45,52,ELT2035;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;THL1057,ELT2035:D;EPN1095:D;EPN1096:C;FLF1107:D;HIS1001:C;INT1008:D+;INT1009:C;INT2210:D;MAT1041:C;MAT1042:D;MAT1093:C;MAT1101:C;PEC1008:D+;PHI1002:D+;PHI1006:C;POL1001:C;RBE1001:D;RBE3042:F;THL1057:D+,RBE3042,Vision-based Robotics Engineer,Robot thông minh,16,14,HIGH,14,Lập trình;OpenCV;Toán nền tảng;Điều khiển
UET230071,Kỹ thuật Robot,2,3,3.71,65,ELT2035;ELT3144;ELT3290;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2031;RBE3002;THL1057,ELT2035:A;ELT3144:A+;ELT3290:A;EPN1095:A+;EPN1096:B+;FLF1107:A+;HIS1001:B;INT1008:A+;INT1009:B+;INT2210:A;MAT1041:B+;MAT1042:B+;MAT1093:A+;MAT1101:A;PEC1008:B+;PHI1002:A+;PHI1006:A;POL1001:A+;RBE1001:B+;RBE2001:B+;RBE2031:B+;RBE3002:A;THL1057:B+,,Computer Vision Engineer,Robot thông minh,22,6,LOW,20,OpenCV
UET230072,Kỹ thuật Robot,2,4,2.25,60,ELT2035;ELT2201;ELT3134;ELT3240;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE2001;THL1057,ELT2035:B;ELT2201:C+;ELT3134:C+;ELT3240:C;EPN1095:C;EPN1096:C+;FLF1107:D+;HIS1001:C;INT1008:C;INT1009:B;INT2210:B;MAT1041:C+;MAT1042:C;MAT1093:C;MAT1101:C;PEC1008:C;PHI1002:C;PHI1006:C;POL1001:C;RBE2001:C+;THL1057:C+,,Automation PLC Engineer,Tự động hóa công nghiệp,18,10,MEDIUM,16,Lập trình;PLC/SCADA;Toán nền tảng
UET230073,Kỹ thuật Robot,2,4,2.44,63,ELT2035;ELT3051;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE2001;RBE3002;THL1057,ELT2035:D+;ELT3051:B;ELT3290:B;ELT3295:C;EPN1095:C+;EPN1096:B;FLF1107:B;HIS1001:C+;INT1008:C+;INT1009:C+;INT2210:C;MAT1041:D+;MAT1042:D+;MAT1093:B;MAT1101:C+;PEC1008:B;PHI1002:C+;PHI1006:C+;POL1001:B;RBE2001:B;RBE3002:C;THL1057:C+,,Firmware Engineer,Tự động hóa công nghiệp,18,11,MEDIUM,16,Embedded C/C++;Toán nền tảng
UET230074,Kỹ thuật Robot,2,4,3.64,50,ELT2035;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;THL1057,ELT2035:B+;EPN1095:B+;EPN1096:A;FLF1107:B;HIS1001:B+;INT1008:B+;INT1009:A;INT2210:A+;MAT1041:A+;MAT1042:A+;MAT1093:B+;MAT1101:B+;PEC1008:A+;PHI1002:A;PHI1006:B+;POL1001:A+;THL1057:B+,,Kinematics & Dynamics Specialist,Robot thông minh,22,7,LOW,20,
UET230075,Kỹ thuật Robot,2,4,3.17,50,ELT2035;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;THL1057,ELT2035:A;EPN1095:B;EPN1096:B;FLF1107:B+;HIS1001:B+;INT1008:C+;INT1009:A;INT2210:C+;MAT1041:B+;MAT1042:C+;MAT1093:B;MAT1101:B;PEC1008:B+;PHI1002:B;PHI1006:B+;POL1001:B+;THL1057:B+,,IoT Robotics Engineer,Tự động hóa công nghiệp,20,9,LOW,18,
UET230076,Kỹ thuật Robot,3,5,3.57,98,ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2031;RBE3002;RBE3017;RBE3050;RBE3051;RBE3052;RBE4004;THL1057,ELT1007:A+;ELT2035:A+;ELT2201:A;ELT3051:B;ELT3134:B+;ELT3144:A;ELT3240:B+;ELT3290:B;ELT3295:A+;EPN1095:B;EPN1096:B;FLF1107:A+;HIS1001:B+;INT1008:B+;INT1009:A+;INT2210:A;MAT1041:B;MAT1042:B+;MAT1093:B+;MAT1101:B+;PEC1008:B+;PHI1002:B+;PHI1006:A;POL1001:B+;RBE1001:A;RBE2001:A;RBE2003:A;RBE2031:A;RBE3002:B+;RBE3017:A+;RBE3050:B;RBE3051:A;RBE3052:B+;RBE4004:A;THL1057:A,,Navigation Algorithm Engineer,Robot thông minh,22,7,LOW,22,
UET230077,Kỹ thuật Robot,3,5,2.53,120,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE4004;THL1057,AIT2004:C+;ELT1007:C;ELT2035:C+;ELT2201:C+;ELT3051:C+;ELT3134:B;ELT3144:C;ELT3240:C+;ELT3290:C;ELT3292:C+;ELT3295:B;EPN1095:B;EPN1096:C+;FLF1107:C+;HIS1001:C;INT1008:B;INT1009:D+;INT2210:B;MAT1041:C+;MAT1042:B;MAT1093:C;MAT1101:C+;PEC1008:B;PHI1002:C+;PHI1006:B;POL1001:C;RBE1001:B;RBE2001:B;RBE2003:C;RBE2022:B;RBE2031:C+;RBE3002:B;RBE3012:B;RBE3013:B;RBE3015:C+;RBE3017:C+;RBE3030:C+;RBE3042:C;RBE3050:C+;RBE3051:B;RBE3052:D+;RBE4004:B;THL1057:C+,,Embedded Robotics Engineer,Tự động hóa công nghiệp,20,9,MEDIUM,18,Embedded C/C++;Toán nền tảng;Điều khiển;Điện tử - vi điều khiển
UET230078,Kỹ thuật Robot,3,6,3.23,117,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2022;RBE2031;RBE3002;RBE3015;RBE3017;RBE3030;RBE3042;RBE3047;RBE3050;RBE3051;RBE3052;RBE3056;RBE4004;THL1057,AIT2004:B;ELT1007:B+;ELT2035:B;ELT2201:B+;ELT3051:B;ELT3134:C+;ELT3144:B;ELT3240:A;ELT3290:A;ELT3295:B+;EPN1095:B;EPN1096:B+;FLF1107:C+;HIS1001:B;INT1008:B+;INT1009:B;INT2210:B;MAT1041:B+;MAT1042:B+;MAT1093:B+;MAT1101:B+;PEC1008:B+;PHI1002:A;PHI1006:B;POL1001:C+;RBE1001:C+;RBE2001:B+;RBE2003:A;RBE2022:B+;RBE2031:B;RBE3002:B;RBE3015:B;RBE3017:B;RBE3030:B;RBE3042:B+;RBE3047:C+;RBE3050:B+;RBE3051:B;RBE3052:A;RBE3056:B+;RBE4004:B+;THL1057:A,,Cloud Robotics Developer,Robot thông minh,22,7,LOW,22,
UET230079,Kỹ thuật Robot,3,6,3.09,122,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3015;RBE3017;RBE3030;RBE3042;RBE3043;RBE3050;RBE3051;RBE3052;RBE4004;THL1057,AIT2004:A;ELT1007:B;ELT2035:B;ELT2201:B;ELT3051:B;ELT3134:C+;ELT3144:C+;ELT3240:B+;ELT3290:A;ELT3292:B;ELT3295:B+;EPN1095:B;EPN1096:A;FLF1107:B;HIS1001:B+;INT1008:B+;INT1009:B;INT2210:C+;MAT1041:B;MAT1042:A;MAT1093:B+;MAT1101:C+;PEC1008:A;PHI1002:B;PHI1006:B+;POL1001:B;RBE1001:B;RBE2001:B+;RBE2003:C+;RBE2021:B+;RBE2022:C+;RBE2031:B;RBE3002:B+;RBE3012:C+;RBE3015:B+;RBE3017:B+;RBE3030:B;RBE3042:C+;RBE3043:C+;RBE3050:B;RBE3051:B;RBE3052:B+;RBE4004:C+;THL1057:B,,Autonomous Mobile Robot (AMR) Engineer,Robot thông minh,20,9,LOW,18,
UET230080,Kỹ thuật Robot,3,6,2.44,112,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3050;RBE3051;RBE3052;RBE4004;THL1057,AIT2004:C+;ELT1007:C;ELT2035:C+;ELT2201:C;ELT3051:C;ELT3134:C+;ELT3144:C;ELT3240:C+;ELT3290:B;ELT3292:C+;ELT3295:C;EPN1095:C+;EPN1096:C;FLF1107:C;HIS1001:C+;INT1008:B;INT1009:B;INT2210:C+;MAT1041:C;MAT1042:C+;MAT1093:C+;MAT1101:C;PEC1008:B;PHI1002:C;PHI1006:C+;POL1001:C;RBE1001:C+;RBE2001:B;RBE2003:B;RBE2021:B;RBE2031:C;RBE3002:C+;RBE3012:B;RBE3013:B;RBE3015:B;RBE3050:B;RBE3051:C+;RBE3052:C;RBE4004:D+;THL1057:C+,,Navigation Algorithm Engineer,Robot thông minh,18,11,MEDIUM,16,Toán nền tảng;Điện tử - vi điều khiển
UET230081,Kỹ thuật Robot,3,6,2.26,100,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2022;RBE2031;RBE3002;RBE3012;RBE3050;RBE3051;RBE3052;RBE4004;THL1057,AIT2004:C+;ELT1007:C;ELT2035:C+;ELT2201:B;ELT3051:C+;ELT3134:C;ELT3144:C+;ELT3240:C+;ELT3290:B;ELT3295:D+;EPN1095:B;EPN1096:D+;FLF1107:C;HIS1001:C;INT1008:B;INT1009:C+;INT2210:B;MAT1041:C;MAT1042:C;MAT1093:C+;MAT1101:C;PEC1008:C+;PHI1002:C;PHI1006:B;POL1001:C;PSY1050:F;RBE1001:D+;RBE2001:B;RBE2022:C;RBE2031:B;RBE3002:D+;RBE3012:D+;RBE3050:C+;RBE3051:C+;RBE3052:D+;RBE4004:C+;THL1057:C,PSY1050,Microcontroller Programmer,Tự động hóa công nghiệp,18,10,MEDIUM,16,Embedded C/C++;Toán nền tảng;Điều khiển
UET230082,Kỹ thuật Robot,3,5,2.33,99,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2021;RBE2022;RBE2031;RBE3002;RBE3013;RBE3050;RBE3051;RBE4004;THL1057,AIT2004:B;ELT1007:C+;ELT2035:B;ELT2201:C;ELT3051:B;ELT3134:C+;ELT3144:C;ELT3240:D+;ELT3290:C+;ELT3295:C;EPN1095:D+;EPN1096:B;FLF1107:C+;HIS1001:C;INT1008:C+;INT1009:C+;INT2210:C+;MAT1041:C+;MAT1042:C;MAT1093:C;MAT1101:B;PEC1008:C;PHI1002:C+;PHI1006:C;POL1001:C+;RBE1001:B;RBE2001:D+;RBE2021:C+;RBE2022:D+;RBE2031:C+;RBE3002:B;RBE3013:C+;RBE3050:C;RBE3051:B;RBE4004:B;THL1057:C;UET1002:F,UET1002,Machine Learning Engineer (Robotics),Robot thông minh,18,10,MEDIUM,16,Lập trình;Python;Toán nền tảng;Điện tử - vi điều khiển
